block_number,transaction_index,operation,transaction_hash,amount,current_supply
19526126,122,deploy,0x68bc52102567423fa79cf3cb09a42b26b940ee128025b0dd8e7613ad7be06cdb,0,0
19526161,163,mint,0x0c4cf3250e65c34a3b6fafffc64596322665f4dd1fe6cc9406619a5710a49287,10000,10000
19527541,183,mint,0x7f1de86c0308c354e41a605cf08951c27fa5d6251590389fa8269d6618a21954,10000,20000
19527541,184,mint,0x203f7e693b8d335a483e0ba0ad73b9a10ef2ad37ae39ad6cbdc65d17451b2dc7,10000,30000
19527541,185,mint,0x5aca85e4783ddf34af0ce0fffbe21097de1a028af8dc873a40d9638c9698f822,10000,40000
19527596,118,mint,0x9c631212b7fcee403e636b6ad96767cbc91e55267bedc42a91fa57e4a1da7db7,10000,50000
19528170,128,mint,0x398f0268ba062d4852c2644f411bc0461502406a5b2b807c77d3b10ccbf2aaf1,10000,60000
19528218,133,mint,0x15c3042edca357cd6df4380beb78695dfee97066ab41a231bb583f7dca35a0e4,10000,70000
19528219,99,mint,0x772e92fdaa4d60c7df3d232b826155eec80587ba4382023ead128f76df566570,10000,80000
19528219,100,mint,0x50bc64a5be8862ae78df2f62df32356f475b517cf2202f9612c35a0be60766a4,10000,90000
19528221,67,mint,0x7a1a1f18a2fdffa591a04ce1a72741d65d63c95a7f3547cfbbc84ad9588a1ab3,10000,100000
19528223,53,mint,0xed26674ec8426e5c6f5e22b03615341f486f1192f05faad95e8c1b7bc309453c,10000,110000
19528893,45,mint,0x7fec9fa84fcc2a22317857e6d523f0a2a1e45045173167e685464ee70fa8aac1,10000,120000
19528893,46,mint,0x88af84b2b09931cd4c375ebcc18294bdde5a2b16ccf8c77501dd1c834b749d16,10000,130000
19528893,47,mint,0xf4c0cb285578c21aeaff754cc4d779527bf95110b463a6e8e1c4d8231aad9ee8,10000,140000
19528893,48,mint,0x45a1f91495ba0d22e142c7e430687cee3ac2b3b61bf86f72153034a576467a08,10000,150000
19528898,48,mint,0x261bdbd84239b162090accb5a7a4c8049b99b2f2aee6ecba37d0c4d3b4f9bcde,10000,160000
19528899,95,mint,0x6dc5bbcc5cd2970347e18e684476d7b7c7f826461fc6aa3e5aec2fe3f89806f2,10000,170000
19528899,96,mint,0x512bf2ffa7c822328a56551cbded5d0a7caabac64adc5055b47ef8931ebc3e8d,10000,180000
19528899,97,mint,0x3a6018c7a1e34aabc11f5b1f228efd373b5c5e129140dd8b9bedf1e58155a672,10000,190000
19528899,98,mint,0x2c1a9b9d61f6896af6726a8d127bc7e4a3ad251c91a79cf6e77bc2780f4c23ca,10000,200000
19528902,102,mint,0x54838d151f34459b304a30a865fdeb296e356a93e60ec358b815dcb80f5a80be,10000,210000
19528902,103,mint,0x66c01a079c09f090e287203685ece91231fc349209b2c9d18146e73c0738c676,10000,220000
19528903,101,mint,0x7170633f452fc4401effafd9a12253477b41bd65d761a6a1e64fa3a659a853e4,10000,230000
19528903,102,mint,0x69004bd1aeeca2d641da5cb2f4db8c732688c399e3f9269f6f2dad30ccbb53de,10000,240000
19528905,98,mint,0x005e510cfcb78e9682e2d2b850bf515623d2aaa3559e8c400ee2e239b61cb49a,10000,250000
19528905,99,mint,0x8db130725a9a7f509b22833b0754a4b4dc7e1c4ba768c45ff5bd4b0e3593c499,10000,260000
19528905,100,mint,0xd0e8a3736e562900f39f57a41dbb512790874e2beb219e91fe21898250b23f16,10000,270000
19528907,44,mint,0xc79bac1b34de5ca3cdbab46f8310758bae10330bcd89b293c68a909f12ccc509,10000,280000
19528907,45,mint,0xf92774f5d769194aea8b7c798d7beae8157f9972f1dbfaa235215aaa919c71cc,10000,290000
19528907,46,mint,0xddc352db4a9a32da543a74e815687f2374fa3973f3e50eaff081e08c46ac1dfc,10000,300000
19528908,87,mint,0x15e50e4b4c878c390bccb3f98aac59b90733b0c2d1111a1ffae0be483027ea87,10000,310000
19528909,64,mint,0x093c93224340cbcbfdc97e2ec8746a03161911e513fa01f15cd03371923b5534,10000,320000
19528912,62,mint,0x41ab576bdced2e404aa7da3ce7c86db467dc6e2ea0932aefc79865524947c948,10000,330000
19528913,72,mint,0xc7a98cf2b458af4aab7240da2890b2e3c9f15187fd87c341dc0752854ca578d9,10000,340000
19528913,73,mint,0x789aa6f19b31a9e9c37cc069539bb9afa2d9ef638462e21b7e368099f4fc439e,10000,350000
19528913,74,mint,0x83d7a4faa1116a6467d8cb1723151434689742b9c7d7e0c18a8cee906c3ea78d,10000,360000
19528913,75,mint,0x4947ad640959424fe76c70b5a5b76cbc5d4b9945a884947b5ae3f06866c0323a,10000,370000
19528913,76,mint,0xa2162599cc56b003ec9b83d420b57ded6741573e39be7903c78d6639ec2c6f66,10000,380000
19528915,57,mint,0x6e8b2f37d87fa497b3e8abc226823493fdebf477727e87ef7f58330879cd81f3,10000,390000
19528915,58,mint,0x20a57d737ff871c0526f8702ff2ddf08d59a05d04bf05b40a16c303ee4368e17,10000,400000
19528917,78,mint,0xc533e31cfaf9d8ade1538c6120f02a53f5448a390d8f07ea86b7af66885f5151,10000,410000
19528917,79,mint,0xdfc252234fee500bad5455d46e171087b979ae1e3c6d9573b8effc89bc6d9dfb,10000,420000
19528917,80,mint,0xafe01cb2f666d052c0665ac3122a015c0850773e9bbcacf71d6848a6ed2a3f0a,10000,430000
19528917,81,mint,0x62a82eaae2b758ccb4beab82c28df3a161a0d77a2fb1d651af518275fe995047,10000,440000
19528919,110,mint,0xf5404c9b97c72787bccc281f66c1db827f4fc62689435f6807e7a2260c9035f5,10000,450000
19528919,111,mint,0x167b41fea2e181ae2badce1433538405acad8c7a17193ad2b2b48de399d6f0b6,10000,460000
19528919,112,mint,0x5b69d0d03f58e7030aa8b34f98ec99c509864810611737e09d1eb12e1c367a39,10000,470000
19528919,113,mint,0xdb11ea3d90ed622ea72b6af6ae07d19fdc8f306eeaacca669de7a5e88d728de9,10000,480000
19528919,114,mint,0x543c8ca76622f96084d46f958f836991cc79306f66f6a8ad28b30551acccf29d,10000,490000
19528921,99,mint,0x553c0a074c13c400a729ecde1161d7f51ab4ab0e40d86dc5809bb15809e787ad,10000,500000
19528921,100,mint,0xe7d7473108160743c19c202355755b5efb3228f6e345393efddbb21be5d249d7,10000,510000
19528921,101,mint,0xa6ea26ac700dee54fc995a0997082d0d1a9e37b1cbb9f94ddd236004d438b959,10000,520000
19528921,102,mint,0x8c52db905798b3277f2a7f95b9def1b2901da7e992ed4198c1723fe7e88f299d,10000,530000
19528921,103,mint,0xddbc0bb9e7962b27bf2f4aad28018d2d9973adc5c5508fe812134376dfc3e019,10000,540000
19528921,104,mint,0x99afe13d9d9e4cd92c93852b25d130eca227325952b7eb7ccefe4fefd8067c48,10000,550000
19528923,41,mint,0xaf0033efeeada0c8c4c0a1b905e1628d2414ec495909d16269b9351051b093ca,10000,560000
19528923,42,mint,0xed00f7cda06d5a6e3382b4e1076d4acd06ed099df5c58b1f24fcd9a0a361cd3d,10000,570000
19528923,43,mint,0xbb624450996283292ffa2ca151727009ff7d665e66844de106cf62379a9787d1,10000,580000
19529802,180,mint,0xb2ec03232471547263cfb5c504b0622f0190307ad4957fe8dcab0f25f03cf85f,1000,581000
19530142,126,mint,0xdf003c673fe1b7af537e1f5f71f3d830f0d6554b326f1cef36aae3fdbea5e0c9,1000,582000
19531697,76,mint,0xe52859a6ff2a2d2e9d41044912edde00a77df95d73780589ff12312d77663d56,10000,592000
19532489,131,mint,0x0d3e4009389651da5fd54a62fa1274671e975dad798c626235d9a15b3f1e86a4,10000,602000
19532541,175,mint,0xf29c7f441e6694a55dbeda81c7e814f0716f4c0366616e75df36b5dccbacbe9f,1,602001
19533182,41,mint,0xf09d3ba31d5101c84a721ce1cb55529e9d3a43be5d127a2d78133909158d17ae,10000,612001
19533184,32,mint,0xab7c429fa7c11c31daf174fc81a5aa31591ccf4d6a5b0fd74c3cf3cfa9d00e04,10000,622001
19533184,33,mint,0x20109f16027faef7ad9ff9fb3a1956ef2f1905b081ac63a4e70af2b69e561e30,10000,632001
19533188,25,mint,0x03c44ceb22f402acc31605f7fdedbe5d44e467842db80d669d3d04dc0ffee803,10000,642001
19533188,26,mint,0x624875796c5d0564db87a576f6d49fad1da068e036e6c5b9327c71a5a6378f37,10000,652001
19533189,52,mint,0x14fa58cd858d847a863aee3cc33dc8bd8e418441c0119ca4ece3af5c5420d1e0,10000,662001
19533189,53,mint,0x8c78e4deaf889dd6c2f87fd2050283110ee52007f444a3708e50c6e359164f39,10000,672001
19533202,32,mint,0x7de65621f2c7af166eb7359f1cb79d6e862899d220f5db4673d2fe5ae13f3255,10000,682001
19533202,33,mint,0xa43b6f1fcda53d41c51c98da544cc43c7dffe94f513a0d6856d9baee560e78e9,10000,692001
19533202,34,mint,0x58eb3a23ab742a886e787ef29b9be377ad04392372877d45919975b24abd6f41,10000,702001
19533208,19,mint,0x2679dc5252c7b0eb65c6ee1b7530a2ccbcc95ecc31eb78ad0859f5a73d213f21,10000,712001
19533208,254,mint,0xb923bc11fd7d67d233038bdfd69d0eebfe5f118ea754174cb1a3a98595bde22a,10000,722001
19533209,24,mint,0x5ab916d1413f412685b8fa3ec926cba19520d2212193d8a8a4a09173e8582203,10000,732001
19533220,27,mint,0xa85e588cac9bf4517ae3216d5a45eafe9f8e39870a01830d74de56f8f46ddd8e,10000,742001
19533222,19,mint,0x9ed5574206e97759ec0b82c53ab5c16ba9cbd55e5f53e0dbbfbe9472c7aae79e,10000,752001
19533225,53,mint,0x38256a18305c5ab09adf2a4ce685d37316c246784baa2c8268c17470249715d7,10000,762001
19533225,54,mint,0xa0412db44c3bccd82668e2d47530b82bed205137c9220c1bd5bc662c6040acce,10000,772001
19533226,19,mint,0xddaef3190b133bc7c98a7d028a06ba077257c28bbc1b446a18d9621e7457188d,10000,782001
19533234,26,mint,0xa440859d38f24a03b796835206a4477a06aff4ca80a8f1ad274bae53062f0657,10000,792001
19533975,56,mint,0x760285dac4da547f15cd4f34a677576b9cc77b962bc6801f08cab0f98d0cb930,10000,802001
19533975,151,mint,0x42093f7a02e71b6761e26df5b9d0fd51fee7f49dc7c97a64173bdf044cbdea83,10000,812001
19533978,64,mint,0xc5ceab0d3bb5d2469cc6c609ab1c1a5eba2c511c66f038ef4f362b07098906d2,10000,822001
19533978,184,mint,0x965c888fe43a311bd635af3262e6c88609ae93a687a0978583ff5ba4760397ed,10000,832001
19533978,230,mint,0xd6f186da7ff194ac2230f2021f7268a0d2ff8026705588a92a9d921e2d5c9ab1,10000,842001
19533981,58,mint,0x6eb163bf8cd7ed3ce67f963b5d9312baacbda1ca8d689cce0986ee793707dfc7,10000,852001
19533981,153,mint,0x169371d8de029c00876f15fdf04c293b557fdcc1f977bbabe255e8f64ce04a1e,10000,862001
19533981,154,mint,0x7eafa3d08b107f72188649075440595e765b5207da6ae7cbb3679f2d373a5fe0,10000,872001
19533988,150,mint,0x3e54dbcfd1c9c163754a5f56f7ef36666f11d4ee0e25ae0ee260333ed358dbbe,10000,882001
19533988,151,mint,0xc5c1e536b65c414016827bf43f6350c683c6f29084af12703ecfcb5ad69b1b00,10000,892001
